ID,baseMean,baseMeanA,baseMeanB,foldChange,log2FoldChange,pval,padj
AT1G01110.2,260.0049217,265.534266,254.4755775,0.958353065,-0.061370841,0.883634042,1
AT1G01115.1,0.71825661,0.666694328,0.769818892,1.154680429,0.207493624,0.943188236,1
AT1G01120.1,1055.52665,1060.559279,1050.494021,0.990509481,-0.013757311,0.939753878,1
AT1G01130.1,38.42350217,41.58699006,35.26001429,0.847861657,-0.238099211,0.803606446,1
AT1G01140.1,30.17066371,23.14965671,37.19167072,1.606575475,0.683988758,0.143942453,1
AT1G01140.2,30.17066371,23.14965671,37.19167072,1.606575475,0.683988758,0.143953755,1
AT1G01140.3,30.21897308,23.24627545,37.19167072,1.599898048,0.677979974,0.148398622,1
AT1G01150.1,2.76743178,3.32884347,2.20602009,0.662698655,-0.593575104,0.550467269,1
AT1G01160.1,562.9908734,577.5645218,548.417225,0.949534129,-0.074708239,0.835638721,1
AT1G01160.2,611.1804692,627.4810814,594.879857,0.948044291,-0.076973634,0.828930794,1
AT1G01170.1,144.4573176,155.9376474,132.9769878,0.852757433,-0.229792671,0.438173517,1
AT1G01170.2,144.2967177,155.8222388,132.7711965,0.852068341,-0.230958947,0.435877266,1
AT1G01180.1,68.26463339,79.75748954,56.77177724,0.711804967,-0.490446094,0.09402663,1
AT1G01183.1,3.2244663,3.672640235,2.776292365,0.755939103,-0.403658077,0.883717778,1
AT1G01190.1,286.696569,279.4191572,293.9739809,1.05208957,0.073257534,0.966881656,1
AT1G01200.1,99.82352609,93.36595697,106.2810952,1.13832813,0.186916483,0.575088063,1
AT1G01210.1,162.1687227,157.7037216,166.6337238,1.056625184,0.079463701,0.775941016,1
AT1G01220.1,630.6693234,587.2293345,674.1093124,1.147948974,0.199058517,0.416100198,1
AT1G01225.1,125.530005,117.3434475,133.7165624,1.139531565,0.188440887,0.521305722,1
AT1G01230.1,460.7279488,463.812644,457.6432535,0.986698529,-0.019318737,0.862347769,1
AT1G01240.1,151.570131,146.9616844,156.1785776,1.062716301,0.087756511,0.819088869,1
AT1G01240.2,155.6954982,150.5918897,160.7991067,1.067780656,0.094615318,0.784660497,1
AT1G01240.3,162.6915531,157.2352649,168.1478412,1.069402855,0.096805433,0.762720527,1
AT1G01250.1,0.205381192,0,0.410762385,Inf,Inf,0.249657896,1
AT1G01260.1,504.4818466,513.768914,495.1947792,0.963847297,-0.053123497,0.832638575,1
AT1G01260.2,508.3040745,516.8906321,499.717517,0.966776115,-0.048746265,0.842405678,1
AT1G01260.3,510.089706,518.4099605,501.7694516,0.96790087,-0.047068797,0.846716587,1
AT1G01270.1,0.66569862,0.71609654,0.615300701,0.859242668,-0.218862459,0.966556734,1
AT1G01280.1,0.159671487,0.115408569,0.203934406,1.767064679,0.821354847,1,1
AT1G01290.1,151.6677679,156.1796642,147.1558715,0.942221718,-0.085861509,0.785926299,1
AT1G01290.2,161.6356908,165.416105,157.8552766,0.954292066,-0.067497217,0.832610102,1
AT1G01300.1,1597.080065,1602.422944,1591.737186,0.9933315,-0.009652833,0.950473467,1
AT1G01305.1,2.459439331,2.708928353,2.20995031,0.815802422,-0.293708305,0.577232818,1
AT1G01310.1,5.887151309,5.707996848,6.06630577,1.062773147,0.08783368,0.908477667,1
AT1G01320.1,965.895662,989.6635622,942.1277618,0.951967717,-0.071015445,0.813637018,1
AT1G01320.2,965.2868076,989.2700598,941.3035553,0.951513235,-0.071704371,0.813021462,1
AT1G01340.1,331.4097523,363.5185465,299.3009581,0.823344396,-0.280432074,0.412499766,1
AT1G01340.2,344.224189,379.4388458,309.0095322,0.8143856,-0.296216043,0.384993245,1
AT1G01350.1,303.3144868,304.0540456,302.574928,0.995135347,-0.007035338,0.989830882,1
AT1G01355.1,0.721449101,1.135356035,0.307542167,0.27087729,-1.884288648,0.373672424,1
AT1G01360.1,249.3852286,253.0996595,245.6707978,0.970648472,-0.042979188,0.840824603,1
AT1G01370.1,201.3941471,214.7867757,188.0015186,0.875293733,-0.192160855,0.586165493,1
AT1G01370.2,201.1171347,214.2825997,187.9516697,0.877120541,-0.189152972,0.594901838,1
AT1G01380.1,28.32316273,26.1352009,30.51112457,1.167434093,0.223341106,0.694538342,1
AT1G01390.1,0.79139907,0.862224288,0.720573851,0.835715094,-0.258916902,0.890227128,1
AT1G01400.1,0,0,0,NA,NA,NA,NA
AT1G01410.1,0.783022305,0.845666764,0.720377846,0.851845995,-0.231335466,0.913438282,1
AT1G01420.1,41.68259697,43.85107816,39.51411578,0.901097931,-0.150244189,0.630810298,1
AT1G01430.1,599.2633975,655.6621505,542.8646446,0.827963981,-0.272360087,0.316349579,1
AT1G01440.1,405.0441951,407.6407062,402.447684,0.987260786,-0.018496871,1,1
AT1G01448.1,190.5882852,194.2398808,186.9366895,0.962401175,-0.055289691,0.795014075,1
AT1G01448.2,73.18121803,72.17650356,74.18593251,1.027840486,0.039616386,0.844969902,1
AT1G01448.3,59.99538895,59.33264071,60.65813719,1.022340089,0.0318752,0.8373635,1
AT1G01450.1,115.8283036,118.5956148,113.0609924,0.953331982,-0.068949399,0.783776261,1
AT1G01453.1,21.72214933,15.56456715,27.87973152,1.791230766,0.840951213,0.27492122,1
AT1G01453.2,21.02069756,15.44915858,26.59223654,1.721274101,0.783476855,0.259615193,1
AT1G01460.1,5.781463745,4.072869225,7.490058264,1.839012708,0.878931449,0.342396441,1
AT1G01470.1,629.3443228,542.7068155,715.9818301,1.319279231,0.399749949,0.122410596,1
AT1G01471.1,0,0,0,NA,NA,NA,NA
AT1G01480.1,51.84944121,50.50861508,53.19026734,1.053092968,0.074632804,0.965037273,1
AT1G01480.2,46.20739301,45.299922,47.11486401,1.040065014,0.056673713,0.99581567,1
AT1G01490.1,298.9636491,300.1345324,297.7927659,0.992197611,-0.011300612,0.994687921,1
AT1G01490.2,295.7125976,296.5561252,294.86907,0.994311178,-0.00823067,0.99506259,1
AT1G01500.1,99.9183005,98.92828373,100.9083173,1.020014838,0.028590138,0.850928538,1
AT1G01510.1,1102.193816,1084.647256,1119.740377,1.032354409,0.045938335,0.850723157,1
AT1G01520.1,13.70037151,12.75345625,14.64728676,1.148495472,0.199745169,0.826818563,1
AT1G01530.1,0.713364172,0.553518059,0.873210285,1.577564218,0.657698735,0.814042924,1
AT1G01540.1,693.3274694,706.3680881,680.2868508,0.963076988,-0.054276964,0.813184897,1
AT1G01540.2,715.7749172,728.6442853,702.905549,0.964675855,-0.051883837,0.81683892,1
AT1G01550.1,2164.088516,2217.95385,2110.223183,0.951427904,-0.071833757,0.777247374,1
AT1G01550.2,2128.947964,2180.410834,2077.485094,0.952795254,-0.069761868,0.781385818,1
AT1G01560.1,25.048476,17.2651562,32.83179581,1.901621707,0.927230277,0.079139047,1
AT1G01560.2,25.08391922,16.82225158,33.34558687,1.982230899,0.987125024,0.0648915,1
AT1G01570.1,53.17803195,54.0594625,52.29660141,0.967390333,-0.047829974,0.884794238,1
AT1G01580.1,78.65114314,26.45860869,130.8436776,4.945221388,2.306035109,0.039094768,1
AT1G01590.1,0.407816433,0.508910979,0.306721888,0.602702438,-0.730482194,0.738458196,1
AT1G01600.1,101.5404195,88.13792668,114.9429123,1.304125439,0.383082644,0.272615916,1
AT1G01610.1,855.5983352,781.9912341,929.2054362,1.188255566,0.248845159,0.312744223,1
AT1G01620.1,9852.812942,10768.61069,8937.015197,0.829913482,-0.26896715,0.233715542,1
AT1G01620.2,10219.50477,11159.01932,9279.990226,0.831613421,-0.266015054,0.23896196,1
AT1G01630.1,755.0687139,784.7756027,725.3618251,0.924292017,-0.113579371,0.606015139,1
AT1G01640.1,351.2727422,368.677463,333.8680215,0.905582942,-0.143081312,0.6218227,1
AT1G01640.2,352.4800289,368.88269,336.0773679,0.911068416,-0.134368699,0.636941336,1
AT1G01650.1,1063.775048,886.1312327,1241.418862,1.400942452,0.486397694,0.041240529,1
AT1G01650.2,1048.805176,874.8983684,1222.711984,1.397547451,0.482897268,0.042434958,1
AT1G01660.1,34.02619506,30.01050193,38.0418882,1.267619192,0.342121407,0.5021907,1
AT1G01670.1,39.73482107,38.03995551,41.42968662,1.089109755,0.123149349,0.688139339,1
AT1G01680.1,3.262729433,0.31567349,6.209785376,19.67154537,4.298038393,0.023405185,1
AT1G01690.1,264.4142242,268.6340008,260.1944476,0.968583451,-0.046051741,0.891455306,1
AT1G01695.1,15.88857348,14.61070234,17.16644463,1.174922617,0.232565741,0.756961602,1
AT1G01700.1,47.72976983,46.47999867,48.97954098,1.053776729,0.075569226,0.79440457,1
AT1G01710.1,805.818151,835.4381696,776.1981324,0.929091057,-0.106108097,0.666649809,1
AT1G01720.1,591.0037789,457.5602119,724.4473459,1.583283089,0.662919231,0.042325789,1
AT1G01725.1,64.06253283,66.21485975,61.9102059,0.93498961,-0.096977762,0.710369571,1
AT1G01730.1,336.6691522,333.3598732,339.9784313,1.019854094,0.028362766,0.843573593,1
AT1G01740.1,187.9047225,189.1079021,186.701543,0.987275206,-0.018475799,0.982163543,1
AT1G01740.2,191.0477547,192.9784411,189.1170682,0.979990652,-0.029160108,0.984253894,1
AT1G01750.1,292.2932477,274.3591569,310.2273384,1.130734406,0.1772601,0.669115448,1
AT1G01760.1,248.7801508,253.0174551,244.5428465,0.966505834,-0.049149654,0.856216811,1
AT1G01770.1,382.0584146,358.4880426,405.6287865,1.13149879,0.178235042,0.514093665,1
AT1G01780.1,375.9496319,418.8275702,333.0716936,0.795247776,-0.330523663,0.177270092,1
AT1G01790.1,807.0832159,867.3177782,746.8486535,0.861101516,-0.215744767,0.538360505,1
AT1G01800.1,769.7457086,796.0154367,743.4759805,0.933996938,-0.098510275,0.671174059,1
AT1G01800.2,769.9292833,796.227464,743.6311026,0.933943045,-0.098593522,0.67049381,1
AT1G01810.1,14.29563621,13.64696077,14.94431164,1.095065186,0.131016752,0.984873863,1
AT1G01820.1,689.1492871,726.7435452,651.5550289,0.89654051,-0.157559322,0.432689912,1
AT1G01830.1,259.7734558,258.3364235,261.2104882,1.011125279,0.015961759,0.969854911,1
AT1G01830.2,282.5749582,282.6059805,282.5439359,0.999780456,-0.00031677,0.973356478,1
AT1G01830.3,319.6458779,324.1403139,315.1514418,0.972268577,-0.040573199,0.881189949,1
AT1G01840.1,36.99907613,38.53362001,35.46453225,0.920352986,-0.119740805,0.788754794,1
AT1G01860.1,140.0807496,142.317887,137.8436122,0.968561402,-0.046084583,0.928164552,1
AT1G01870.1,0.411740289,0.51593841,0.307542167,0.596083099,-0.746414627,0.874956084,1
AT1G01880.1,69.35469551,71.68012201,67.02926902,0.935116559,-0.096781892,0.71982055,1
AT1G01880.2,69.35469551,71.68012201,67.02926902,0.935116559,-0.096781892,0.719825206,1
AT1G01890.1,0,0,0,NA,NA,NA,NA
AT1G01900.1,114.2849633,114.3119582,114.2579684,0.999527697,-0.00068155,0.864650705,1
AT1G01910.1,1126.313948,1078.480102,1174.147794,1.088706034,0.122614459,0.636757466,1
AT1G01910.2,1162.342404,1113.536144,1211.148663,1.087659946,0.121227573,0.638744009,1
AT1G01910.3,1162.268015,1113.597309,1210.93872,1.08741168,0.120898229,0.638273825,1
AT1G01910.4,1136.155356,1088.0354,1184.275311,1.088452923,0.12227901,0.638849616,1
AT1G01910.5,951.8618212,914.809713,988.9139294,1.081005061,0.112373277,0.663930643,1
AT1G01920.1,756.4938557,757.3482725,755.6394388,0.997743662,-0.003258886,0.990208795,1
AT1G01920.2,756.8249529,757.5487942,756.1011117,0.998088991,-0.002759641,0.989175496,1
AT1G01930.1,271.4317842,267.5817578,275.2818106,1.028776449,0.040929521,0.875813409,1
AT1G01940.1,284.8910164,292.8181328,276.9638999,0.945856383,-0.080306951,0.826775877,1
AT1G01950.1,936.9753761,929.0468776,944.9038747,1.017068027,0.024416178,0.916526784,1
AT1G01950.2,922.555411,915.9865262,929.1242958,1.014342754,0.020545233,0.93254383,1
AT1G01950.3,957.3417481,949.1269584,965.5565378,1.017310202,0.024759658,0.907371977,1
AT1G01960.1,5259.810966,5254.942416,5264.679517,1.001852941,0.002670756,0.987390186,1
AT1G01970.1,101.4604266,100.1778162,102.7430371,1.025606676,0.036477558,0.950677525,1
AT1G01980.1,1.648285436,1.342648388,1.953922485,1.45527489,0.541291692,0.72701215,1
AT1G01990.1,156.5484332,159.225279,153.8715874,0.966376623,-0.049342539,0.757595891,1
AT1G02000.1,183.3419424,189.2892754,177.3946094,0.937161437,-0.093630504,0.81634898,1
AT1G02010.1,246.1068855,252.7171848,239.4965862,0.947686191,-0.077518679,0.799556973,1
AT1G02010.2,234.0744334,239.1382254,229.0106414,0.957649665,-0.062430121,0.841987388,1
AT1G02020.1,109.3032656,105.3753342,113.2311971,1.07455125,0.103734293,0.651706653,1
AT1G02020.2,104.3943479,101.27609,107.5126058,1.06157935,0.086212212,0.685953705,1
AT1G02030.1,10.38054084,9.719778582,11.04130309,1.135962409,0.183915094,0.828032946,1
AT1G02040.1,3.068227245,3.104783404,3.031671086,0.976451717,-0.034379386,0.906078805,1
AT1G02050.1,110.8928771,109.0038937,112.7818604,1.034659007,0.049155376,0.937306414,1
AT1G02060.1,188.950965,183.9507164,193.9512137,1.05436509,0.076374508,0.85068153,1
AT1G02065.1,0.050983601,0,0.101967203,Inf,Inf,1,1
AT1G02065.2,0,0,0,NA,NA,NA,NA
AT1G02070.1,0.693251137,0.612557155,0.773945118,1.263465967,0.337386804,1,1
AT1G02074.1,0,0,0,NA,NA,NA,NA
AT1G02080.1,11387.95808,11278.40671,11497.50945,1.019426746,0.02775811,0.879671504,1
AT1G02080.2,11389.17766,11279.97097,11498.38435,1.019362938,0.027667805,0.879871615,1
AT1G02090.1,739.1442019,741.2771684,737.0112354,0.994245158,-0.008326464,0.95974944,1
AT1G02090.2,736.2856921,738.1794124,734.3919717,0.994869214,-0.007421214,0.955641388,1
AT1G02090.3,751.4891502,751.2531042,751.7251962,1.000628406,0.000906314,0.922009698,1
AT1G02100.1,776.0957772,810.0728794,742.1186749,0.916113468,-0.126401796,0.578589604,1
AT1G02100.2,788.0337477,822.0255972,754.0418983,0.917297346,-0.12453863,0.581273818,1
AT1G02100.3,788.2186803,822.3412707,754.0960899,0.91701112,-0.124988866,0.579484694,1
AT1G02110.1,353.2370772,335.0537417,371.4204126,1.108539814,0.148660587,0.585685534,1
AT1G02120.1,1140.81192,1111.33806,1170.28578,1.053042114,0.074563135,0.770155353,1
AT1G02130.1,1172.997092,1242.484708,1103.509476,0.88814733,-0.171129078,0.544565362,1
AT1G02136.1,1.800447145,1.698510978,1.902383312,1.120030036,0.163537422,1,1
AT1G02140.1,1933.111247,1963.981903,1902.240592,0.968563198,-0.046081909,0.823876283,1
AT1G02145.1,822.2096275,839.634531,804.784724,0.958494076,-0.061158579,0.836806914,1
AT1G02145.2,612.6801817,616.5256308,608.8347326,0.98752542,-0.018110209,0.973852241,1
AT1G02145.3,825.6095062,843.048291,808.1707215,0.958629215,-0.060955187,0.837774324,1
AT1G02145.4,811.6390114,827.0709943,796.2070286,0.96268281,-0.054867566,0.85394369,1
AT1G02150.1,436.8592417,435.8162445,437.9022388,1.004786408,0.006888853,0.984702884,1
AT1G02160.1,134.552728,147.9398248,121.1656311,0.819019701,-0.288029939,0.377949868,1
AT1G02160.2,124.3274997,135.7134812,112.9415181,0.832205593,-0.264988111,0.43010661,1
AT1G02170.1,347.8400521,335.9758628,359.7042414,1.070625248,0.09845358,0.705752284,1
AT1G02180.1,106.1609626,106.6732348,105.6486903,0.990395487,-0.013923355,0.908757898,1
AT1G02190.1,0.947728648,1.330825825,0.564631471,0.424271502,-1.236940319,0.360811386,1
AT1G02190.2,0.947728648,1.330825825,0.564631471,0.424271502,-1.236940319,0.360811386,1
AT1G02205.1,121.1597764,90.97357501,151.3459778,1.663625705,0.734330881,0.149003789,1
AT1G02205.2,125.1876745,94.42017969,155.9551694,1.651714389,0.72396424,0.153049837,1
AT1G02205.3,123.716087,93.3270781,154.1050958,1.651236693,0.723546935,0.152174749,1
AT1G02210.1,0,0,0,NA,NA,NA,NA
AT1G02220.1,446.0892459,368.790357,523.3881349,1.419202333,0.505080286,0.175795377,1
AT1G02228.1,0,0,0,NA,NA,NA,NA
AT1G02230.1,22.69811666,8.492538763,36.90369456,4.345425507,2.119497454,0.072192745,1
AT1G02250.1,2.948379871,2.452126997,3.444632745,1.404752996,0.490316477,0.721156425,1
AT1G02260.1,267.8879739,276.1701762,259.6057716,0.940021023,-0.089235072,0.774805186,1
AT1G02270.1,320.0955359,317.5829112,322.6081607,1.015823425,0.022649649,0.865528276,1
AT1G02280.1,497.09788,511.1977391,482.9980209,0.944835988,-0.081864178,0.757891712,1
AT1G02280.2,496.9372801,511.0823306,482.7922295,0.944646685,-0.082153258,0.756937021,1
AT1G02290.1,242.4857708,227.4954852,257.4760563,1.131785345,0.178600362,0.613497675,1
AT1G02300.1,95.8087278,107.0859365,84.5315191,0.78938021,-0.341207743,0.210246737,1
AT1G02305.1,1291.640364,1320.133653,1263.147075,0.956832721,-0.063661369,0.648329219,1
AT1G02310.1,68.88229563,62.50810444,75.25648683,1.203947672,0.267772689,0.418743823,1
AT1G02320.1,7.346792789,5.074631151,9.618954427,1.895498242,0.922577119,0.318138383,1
AT1G02330.1,336.9889374,314.9905729,358.9873019,1.139676336,0.188624162,0.613109167,1
AT1G02335.1,114.2861026,123.5542601,105.017945,0.849974295,-0.234508884,0.463737119,1
AT1G02340.1,77.47087755,89.43791044,65.50384466,0.732394623,-0.449306896,0.197991531,1
AT1G02350.1,23.18585655,24.95283934,21.41887377,0.858374211,-0.220321363,0.582641349,1
AT1G02360.1,160.7615935,118.4210586,203.1021284,1.715084553,0.778279703,0.227714568,1
AT1G02370.1,254.0121934,239.4901979,268.5341888,1.121274236,0.165139169,0.523727123,1
AT1G02380.1,36.15715905,32.38954175,39.92477635,1.232644063,0.301756269,0.489831614,1
AT1G02390.1,41.86974789,40.51255713,43.22693866,1.067000992,0.093561518,0.693661869,1
AT1G02391.1,0,0,0,NA,NA,NA,NA
AT1G02400.1,122.4705958,114.0753924,130.8657993,1.147186931,0.198100494,0.700713046,1
AT1G02405.1,0.862308019,0.800952891,0.923663147,1.153205334,0.205649415,0.761858141,1
AT1G02410.1,396.2179788,390.4986242,401.9373334,1.029292572,0.041653121,0.861482022,1
AT1G02420.1,83.20746126,78.88372918,87.53119335,1.109622913,0.150069484,0.658349007,1
AT1G02430.1,64.0034159,64.72545816,63.28137363,0.97768908,-0.032552356,0.993285181,1
AT1G02440.1,11.17268842,10.577084,11.76829283,1.112621667,0.153963105,0.747225955,1
AT1G02450.1,11.73592763,6.878823966,16.59303129,2.412190132,1.270343627,0.338408516,1
AT1G02460.1,119.6452727,115.0034323,124.2871132,1.080725251,0.111999799,0.58310094,1
AT1G02470.1,18.48774389,17.90410861,19.07137916,1.065195681,0.091118484,0.93930331,1
AT1G02470.2,18.40770577,17.89708118,18.91833036,1.057062332,0.08006045,0.958218765,1
AT1G02475.1,116.5835848,113.604468,119.5627017,1.052447178,0.073747827,0.784269024,1
AT1G02480.1,0.051501925,0,0.10300385,Inf,Inf,1,1
AT1G02490.1,0.776998946,0.784395368,0.769602524,0.981141087,-0.027467485,1,1
AT1G02500.1,10636.19445,10473.32403,10799.06487,1.031101954,0.044186991,0.857006417,1
AT1G02500.2,10636.35453,10473.43944,10799.26962,1.031110142,0.044198448,0.85696271,1
AT1G02510.1,12.40274379,14.82892566,9.976561913,0.672777121,-0.57179945,0.279358748,1
AT1G02520.1,588.5852057,379.5957089,797.5747025,2.101116224,1.071155967,0.003627907,0.576899523
AT1G02530.1,59.77484936,36.00311321,83.5465855,2.32053781,1.214459205,0.001304761,0.298411763
AT1G02540.1,0,0,0,NA,NA,NA,NA
AT1G02550.1,0,0,0,NA,NA,NA,NA
AT1G02560.1,1416.431547,1445.281785,1387.58131,0.960076661,-0.058778487,0.91287999,1
AT1G02570.1,17.79542892,17.85712936,17.73372847,0.993089545,-0.010004286,0.92946895,1
AT1G02575.1,11.27929757,11.29417553,11.26441961,0.997365375,-0.003805976,0.934776146,1
AT1G02580.1,2.306180286,1.533713747,3.078646826,2.007315141,1.005267133,0.516009587,1
AT1G02590.1,0.257185073,0,0.514370146,Inf,Inf,0.217159632,1
AT1G02600.1,0.205273008,0,0.410546017,Inf,Inf,0.38547803,1
AT1G02610.1,24.89506878,21.83273233,27.95740523,1.280527091,0.356737775,0.431892342,1
AT1G02620.1,0,0,0,NA,NA,NA,NA
AT1G02630.1,0.879752342,0.940053208,0.819451475,0.871707547,-0.198083896,1,1
AT1G02630.2,0.831442969,0.843434463,0.819451475,0.971565084,-0.041617451,1,1
AT1G02640.1,1126.910311,1046.900601,1206.92002,1.152850633,0.205205605,0.454000402,1
AT1G02650.1,13.05975405,12.64593363,13.47357447,1.065447192,0.091459089,0.783813073,1
AT1G02660.1,123.8224652,117.691175,129.9537555,1.104192863,0.142992181,0.833836549,1
AT1G02670.1,58.25730492,60.24853528,56.26607457,0.93389946,-0.098660851,0.800239227,1
AT1G02680.1,193.3043842,197.5389127,189.0698558,0.957127146,-0.063217507,0.831812138,1
AT1G02681.1,6.584535651,5.75738551,7.411685791,1.287335333,0.364387904,0.787495031,1
AT1G02690.1,1602.4226,1599.596414,1605.248785,1.003533623,0.005088955,0.964855453,1
AT1G02690.2,1602.4226,1599.596414,1605.248785,1.003533623,0.005088955,0.964855453,1
AT1G02700.1,5.280506182,4.92121916,5.639793203,1.146015453,0.196626497,0.691166474,1
AT1G02710.1,3.017140614,2.334713259,3.699567969,1.584592007,0.66411143,0.573938438,1
AT1G02720.1,308.4305374,308.2386791,308.6223957,1.001244868,0.001794848,0.930804023,1
AT1G02720.2,246.8347701,248.7404775,244.9290626,0.984677142,-0.022277326,0.994146207,1
AT1G02730.1,2784.399277,2758.55399,2810.244564,1.018738286,0.026783471,0.873318624,1
AT1G02740.1,195.6978055,196.6069403,194.7886707,0.990751753,-0.01340448,0.926430574,1
AT1G02750.1,129.6057965,132.3865617,126.8250314,0.95799022,-0.061917166,0.798075088,1
AT1G02750.2,125.878357,128.8339115,122.9228024,0.954118376,-0.067759825,0.795907213,1
AT1G02760.1,0.639256542,0.661959367,0.616553717,0.931407194,-0.102516069,1,1
AT1G02770.1,5.093715521,4.447144489,5.740286553,1.290780313,0.368243479,0.55996307,1
AT1G02780.1,19176.42529,18875.48628,19477.36429,1.031886755,0.04528465,0.824707772,1
AT1G02790.1,0.82391988,0.096618744,1.551221016,16.0550732,4.004957338,0.404936649,1
AT1G02800.1,5.412183967,5.943639609,4.880728325,0.821168282,-0.284250192,0.932920122,1
AT1G02810.1,568.9156852,720.899805,416.9315654,0.578348839,-0.789988158,0.137042125,1
AT1G02813.1,3.192825387,2.735136309,3.650514465,1.334673688,0.416487063,0.731663009,1
AT1G02816.1,279.69299,262.6288151,296.7571649,1.129948992,0.176257648,0.459252065,1
AT1G02820.1,2.178186828,2.405394407,1.950979248,0.811084969,-0.302075036,0.68770738,1
AT1G02830.1,0.301258244,0.242639701,0.359876786,1.483173549,0.56868742,0.824184938,1
AT1G02840.1,1901.326446,1965.888669,1836.764223,0.934317518,-0.098015176,0.669570564,1
AT1G02840.2,2004.455782,2073.222576,1935.688988,0.933661928,-0.099027839,0.674073536,1
AT1G02840.3,1901.326446,1965.888669,1836.764223,0.934317518,-0.098015176,0.669570651,1
AT1G02850.1,327.8382879,79.1077528,576.5688231,7.288398452,2.865601833,3.24E-07,0.000577367
AT1G02850.2,332.7628762,80.8509912,584.6747611,7.23151012,2.854296949,3.27E-07,0.000577367
AT1G02850.3,328.2040719,79.32680755,577.0813363,7.274732895,2.862894278,3.21E-07,0.000577367
AT1G02850.4,326.4833517,79.3714748,573.5952286,7.226717533,2.853340506,3.22E-07,0.000577367
AT1G02850.5,326.4323681,79.3714748,573.4932614,7.22543285,2.853084017,3.21E-07,0.000577367
AT1G02860.1,592.5191009,626.4130771,558.6251248,0.891783944,-0.165233869,0.423346216,1
AT1G02860.2,591.2337013,624.7686431,557.6987596,0.892648448,-0.163835985,0.428316494,1
AT1G02870.1,607.220584,624.6121622,589.8290057,0.944312393,-0.082663891,0.753520517,1
AT1G02880.1,454.1626486,430.9982492,477.327048,1.107491849,0.147296081,0.466902922,1
AT1G02880.2,471.4434921,447.675735,495.2112492,1.106182914,0.145589964,0.480554941,1
AT1G02880.3,467.6720377,443.0134562,492.3306192,1.111322043,0.152276947,0.459570554,1
AT1G02880.4,467.7979081,443.110075,492.4857413,1.111429798,0.152416826,0.45974967,1
AT1G02890.1,3471.521492,3431.109881,3511.933102,1.023555999,0.033590035,0.953280909,1
AT1G02890.2,3412.564853,3372.706822,3452.422883,1.023635633,0.033702274,0.952759714,1
AT1G02900.1,640.9661528,665.5041706,616.4281349,0.926257358,-0.110514997,0.791389696,1
AT1G02910.1,200.6060198,200.4904604,200.7215793,1.001152768,0.001662134,0.940684176,1
AT1G02920.1,663.6143088,292.2726194,1034.955998,3.541063821,1.824182846,0.027855413,1
AT1G02930.1,408.1035808,159.3404237,656.8667379,4.122411141,2.043488397,0.010841813,1
AT1G02930.2,404.9434613,158.3981382,651.4887845,4.112982589,2.040184965,0.010859214,1
AT1G02940.1,0.102485526,0,0.204971053,Inf,Inf,0.580483405,1
AT1G02950.1,133.7071016,129.8470183,137.567185,1.059455864,0.083323488,0.893747171,1
AT1G02950.2,133.7071016,129.8470183,137.567185,1.059455864,0.083323488,0.893775351,1
