cellular response to hypoxia	0.00000692688349394759	AT1G14540,AT1G26380,AT1G26410,AT4G31970,AT5G64905	GO:0071456
cellular response to decreased oxygen levels	0.000010319032362063581	AT1G14540,AT1G26380,AT1G26410,AT4G31970,AT5G64905	GO:0036294
cellular response to oxygen levels	0.000010319032362063581	AT1G14540,AT1G26380,AT1G26410,AT4G31970,AT5G64905	GO:0071453
organonitrogen compound biosynthetic process	0.00036227199011933483	AT2G30770,AT2G43000,AT3G26830,ATCG00940,ATCG00950,ATCG00960,ATCG00970,ATCG00980,ATCG00990,ATCG01030,ATCG01140,ATCG01150,ATCG01160,ATCG01170,ATCG01180,ATCG01190,ATCG01200	GO:1901566
response to hypoxia	0.001114840776306709	AT1G14540,AT1G26380,AT1G26410,AT4G31970,AT5G64905	GO:0001666
response to decreased oxygen levels	0.0016977526458787692	AT1G14540,AT1G26380,AT1G26410,AT4G31970,AT5G64905	GO:0036293
response to oxygen levels	0.0018144917385451073	AT1G14540,AT1G26380,AT1G26410,AT4G31970,AT5G64905	GO:0070482
peptide biosynthetic process	0.0020705740523975957	ATCG00940,ATCG00950,ATCG00960,ATCG00970,ATCG00980,ATCG00990,ATCG01030,ATCG01140,ATCG01150,ATCG01160,ATCG01170,ATCG01180,ATCG01190,ATCG01200	GO:0043043
amide biosynthetic process	0.002483057237653422	ATCG00940,ATCG00950,ATCG00960,ATCG00970,ATCG00980,ATCG00990,ATCG01030,ATCG01140,ATCG01150,ATCG01160,ATCG01170,ATCG01180,ATCG01190,ATCG01200	GO:0043604
peptide metabolic process	0.0038166036879430805	ATCG00940,ATCG00950,ATCG00960,ATCG00970,ATCG00980,ATCG00990,ATCG01030,ATCG01140,ATCG01150,ATCG01160,ATCG01170,ATCG01180,ATCG01190,ATCG01200	GO:0006518
cellular amide metabolic process	0.005286041761464783	ATCG00940,ATCG00950,ATCG00960,ATCG00970,ATCG00980,ATCG00990,ATCG01030,ATCG01140,ATCG01150,ATCG01160,ATCG01170,ATCG01180,ATCG01190,ATCG01200	GO:0043603
camalexin biosynthetic process	0.005903192746892406	AT2G30770,AT2G43000,AT3G26830	GO:0010120
camalexin metabolic process	0.005903192746892406	AT2G30770,AT2G43000,AT3G26830	GO:0052317
toxin biosynthetic process	0.007857701425710314	AT2G30770,AT2G43000,AT3G26830	GO:0009403
indole phytoalexin biosynthetic process	0.007857701425710314	AT2G30770,AT2G43000,AT3G26830	GO:0009700
indole phytoalexin metabolic process	0.007857701425710314	AT2G30770,AT2G43000,AT3G26830	GO:0046217
phytoalexin metabolic process	0.007857701425710314	AT2G30770,AT2G43000,AT3G26830	GO:0052314
phytoalexin biosynthetic process	0.007857701425710314	AT2G30770,AT2G43000,AT3G26830	GO:0052315
organonitrogen compound metabolic process	0.009321397960679904	AT2G30770,AT2G43000,AT3G26830,ATCG00940,ATCG00950,ATCG00960,ATCG00970,ATCG00980,ATCG00990,ATCG01030,ATCG01140,ATCG01150,ATCG01160,ATCG01170,ATCG01180,ATCG01190,ATCG01200	GO:1901564
